machine learning trainer start

Train on grammar, test on new data: Accuracy=15/115=13% HammingGain=341/482=68% Precision=90% Recall=77% F1=83% timePerSample=5[ms]
Train on grammar-single1, test on new data: Accuracy=60/115=52% HammingGain=399/494=79% Precision=89% Recall=90% F1=89% timePerSample=6[ms]
Train on grammar-single1-multi2, test on new data: Accuracy=66/115=57% HammingGain=412/483=84% Precision=91% Recall=93% F1=92% timePerSample=6[ms]
Train on grammar-single1-multi1-multi2, test on new data: Accuracy=61/115=53% HammingGain=409/500=80% Precision=88% Recall=92% F1=90% timePerSample=6[ms]
Train on grammar data, test on woz single class: Accuracy=207/298=69% HammingGain=220/327=64% Precision=88% Recall=74% F1=80% timePerSample=1[ms]
Train on grammar data, test on woz multi class: Accuracy=14/99=14% HammingGain=219/333=63% Precision=88% Recall=72% F1=79% timePerSample=4[ms]
Train on woz single class, test on woz multi class: Accuracy=79/99=80% HammingGain=297/319=93% Precision=95% Recall=98% F1=96% timePerSample=3[ms]
Train on woz multi class, test on woz single class: Accuracy=221/298=74% HammingGain=296/391=68% Precision=76% Recall=99% F1=86% timePerSample=1[ms]
Train on mixed, test on mixed: Accuracy=151/198=76% HammingGain=290/351=80% Precision=88% Recall=93% F1=90% timePerSample=1[ms]
Train on mixed, test on mixed (2): Accuracy=157/199=79% HammingGain=259/322=78% Precision=89% Recall=89% F1=89% timePerSample=1[ms]

start 3-fold cross-validation on 56 grammar samples and 555 collected samples
partition #0: 1 [ms]
partition #1: 3664 [ms]
partition #2: 7351 [ms]

end 3-fold cross-validation: 11035 [ms]

MICRO AVERAGE SUMMARY: Accuracy=390/555=70% HammingGain=842/1082=74% Precision=85% Recall=90% F1=88% timePerSample=20[ms]

Building classifier for Employer

start training on 611 samples
end training on 611 samples, 4433 [ms]

test on training data:
	"I offer no agreement about the salary": expected {"Offer":{"Salary":"No agreement"}} but got 
	"I will not be a Team manager, I am a programmer": expected {"Offer":{"Job Description":"Programmer"}},{"Reject":"Job Description"} but got {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Job Description":"Team Manager"}},{"Reject":"Job Description"}
	"Salary should start with 12000 NIs": expected {"Offer":{"Salary":"12,000 NIS"}} but got {"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}}
	"Working hours 10 hours, Salary 12000 NIS, Leased Car No agreement": expected {"Offer":{"Leased Car":"No agreement"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"10 hours"}} but got {"Offer":{"Leased Car":"No agreement"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}},{"Offer":{"Working Hours":"10 hours"}}
	"10 hours and fast promotion track": expected {"Accept":"previous"},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Working Hours":"10 hours"}} but got {"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Working Hours":"10 hours"}}
	"I agree with the car but not with the pension": expected {"Accept":"Leased Car"},{"Reject":"Pension Fund"} but got {"Accept":"Leased Car"},{"Accept":"previous"},{"Reject":"Pension Fund"}
	"Leased car without leased car, Promotion Possibillities Fast promotion track": expected {"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}} but got {"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}}
	"Salary 12000 NIS Job Description QA Without leased car Pension Fund 20% Fast promotion track Working Hours 10 hours": expected {"Offer":{"Job Description":"QA"}},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"10 hours"}} but got {"Offer":{"Job Description":"QA"}},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}},{"Offer":{"Working Hours":"10 hours"}}
	"my last offer was the best i can give you": expected {"Insist":"previous"} but got {"Insist":"previous"},{"Offer":{"Job Description":"Team Manager"}}
	"I can do the job without pension": expected {"Offer":{"Pension Fund":"0%"}} but got {"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"0%"}}
	"Salary 20000 NIS": expected {"Offer":{"Salary":"20,000 NIS"}} but got {"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}}
	"Salary 12000 NIS": expected {"Offer":{"Salary":"12,000 NIS"}} but got {"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}}
	"I agree to work for 12000": expected {"Offer":{"Salary":"12,000 NIS"}} but got {"Accept":"previous"},{"Offer":{"Salary":"12,000 NIS"}}
	"Leased Car No agreement": expected {"Offer":{"Leased Car":"No agreement"}} but got {"Offer":{"Leased Car":"No agreement"}},{"Offer":{"Leased Car":"With leased car"}}
	"hi I am a good programmer": expected {"Offer":{"Job Description":"Programmer"}} but got {"Greet":true},{"Offer":{"Job Description":"Programmer"}}
	"hi I work hard and long hours": expected {"Offer":{"Working Hours":"10 hours"}} but got {"Greet":true},{"Offer":{"Working Hours":"10 hours"}}
	"hi ok but 10% pension": expected {"Offer":{"Pension Fund":"10%"}} but got {"Accept":"previous"},{"Greet":true},{"Offer":{"Pension Fund":"10%"}}
	"I can work 10 hours.": expected {"Offer":{"Working Hours":"10 hours"}} but got 
	"Salary should start with 12000 NIs": expected {"Offer":{"Salary":"12,000 NIS"}} but got {"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}}
	"Leased Car No agreement": expected {"Offer":{"Leased Car":"No agreement"}} but got {"Offer":{"Leased Car":"No agreement"}},{"Offer":{"Leased Car":"With leased car"}}
	"Salary 12000 NIS": expected {"Offer":{"Salary":"12,000 NIS"}} but got {"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}}
	"Ok I want 20000 nis": expected {"Offer":{"Salary":"20,000 NIS"}} but got {"Accept":"previous"},{"Offer":{"Salary":"20,000 NIS"}}
	"I agree with the car": expected {"Accept":"Leased Car"} but got {"Accept":"Leased Car"},{"Accept":"previous"},{"Offer":{"Leased Car":"No agreement"}}
	"Leased car without leased car": expected {"Offer":{"Leased Car":"Without leased car"}} but got {"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Leased Car":"Without leased car"}}
	"Salary 12000 NIS": expected {"Offer":{"Salary":"12,000 NIS"}} but got {"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}}
	"I agree to offer a wage of 20000 NIS and 10% pension with no car": expected {"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Salary":"20,000 NIS"}} but got {"Accept":"previous"},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Salary":"20,000 NIS"}}
	"I agree to offer a wage of 20000 NIS and 10% pension with out car": expected {"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Salary":"20,000 NIS"}} but got {"Accept":"previous"},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Salary":"20,000 NIS"}}
	"So are you saying programmer with a fast promotion track?": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Programmer"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}}
	"okay great...that title doesn't come with a car option but we de offer 10% pension fast promotion track": expected {"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}} but got {"Insist":"Working Hours"},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}}
	"With a starting point of 12,000 NIS and nine hours a week, I want a fast promotion track, so that I might reach project manager position fairly quickly": expected {"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}}
	"I can agree to team manager. shall we say 12,000, 9 hours, and team manager?": expected {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Accept":"Salary"},{"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}}
	"i would like a 20000 NIS salary. this is mandatory to me to have a good salary as i believe working conditions affect directly my effectiveness": expected {"Offer":{"Salary":"20,000 NIS"}} but got {"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}},{"Reject":"previous"}
	"also, how is that fast promotion track coming along": expected {"Offer":{"Promotion Possibilities":"Fast promotion track"}} but got {"Append":"previous"},{"Offer":{"Promotion Possibilities":"Fast promotion track"}}
	"Hello, I would like 20,000 NIS, to be at least a Team Manager, and 8 working hours": expected {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}} but got {"Greet":true},{"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}},{"Reject":"previous"}
	"7000 is ridiculous": expected {"Reject":"Salary"} but got {"Offer":{"Salary":"7,000 NIS"}}
	"I want a wage of 20000 NIS and 10% pension with no a car": expected {"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Salary":"20,000 NIS"}} but got {"Offer":{"Pension Fund":"10%"}},{"Offer":{"Salary":"20,000 NIS"}}
	"I want 12000 and to be project manager without car 20% pension fast promotion and 9 hours": expected {"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}},{"Reject":"previous"}
	"I want 20000 and to be project manager without car 20% pension fast promotion and 8 hours": expected {"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}} but got {"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}},{"Reject":"previous"}
	"I want 12000 and to be project manager with car 20% pension fast promotion and 9 hours": expected {"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}},{"Reject":"previous"}
	"I want 12000 to work as project manager with car and 20% pension fund, slow promotion possibility and work for 9 hours a day": expected {"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}}
	"I want 12000 to work as team manager with car and 20% pension fund, slow promotion possibility and work for 9 hours a day": expected {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}}
	"O.k, so what about fast promotion possibility and 20000 salary, but I'm insist the other": expected {"Insist":"previous"},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}} but got {"Accept":"previous"},{"Insist":"previous"},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}}
	"why?": expected {"Insist":"previous"} but got {"Query":"reject"}
	"so may be 20000, with car, programmer, 0% pension Found, fast promotion track and 9 hours": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"0%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"0%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}}
	"what about 20000, with car, programmer, 10% pension Found, fast promotion track and 9 hours": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}}
	"This is my offer.": expected {"Insist":"previous"} but got {"Insist":"previous"},{"Reject":"previous"}
	"I need a better pension fund.": expected {"Reject":"Pension Fund"} but got 
	"I insist on a higher pension.": expected {"Insist":"Pension Fund"} but got {"Insist":"previous"}
	"I insist on fewer hours.": expected {"Insist":"Working Hours"} but got {"Insist":"Working Hours"},{"Insist":"previous"}
	"I can work 10 hours": expected {"Offer":{"Working Hours":"10 hours"}} but got 
	"how are you?": expected {"Greet":true} but got 
	"ok. with car but insist 20000": expected {"Insist":"Salary"},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Salary":"20,000 NIS"}} but got {"Accept":"previous"},{"Insist":"Salary"},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Salary":"20,000 NIS"}}
	"accept salary and pension": expected {"Accept":"Pension Fund"},{"Accept":"Salary"} but got {"Accept":"previous"},{"Offer":{"Salary":"7,000 NIS"}}
	"i accept only salary": expected {"Accept":"Salary"} but got {"Accept":"Salary"},{"Accept":"previous"}
	"ok. I'm offer you my skils as project manager - you wont be sorry to have me nd i'm insist on 20000": expected {"Offer":{"Job Description":"Project Manager"}},{"Offer":{"Salary":"20,000 NIS"}} but got {"Accept":"previous"},{"Offer":{"Job Description":"Project Manager"}}
	"ok. i can be whatever you want, but i still insist on 20000": expected {"Insist":"Salary"},{"Offer":{"Salary":"20,000 NIS"}} but got {"Accept":"previous"},{"Insist":"Salary"},{"Offer":{"Salary":"20,000 NIS"}}
	"I don't accept 7,000NIS": expected {"Reject":"Salary"} but got {"Reject":"previous"}
	"hi, iagree to the 12,000 and to be a programmer": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Salary":"12,000 NIS"}} but got {"Greet":true},{"Offer":{"Job Description":"Programmer"}},{"Offer":{"Salary":"12,000 NIS"}},{"Reject":"previous"}
	"so i want that 12k and to be a programmer but I want a car": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Salary":"12,000 NIS"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Salary":"12,000 NIS"}},{"Reject":"previous"}
	"12k , programmer 20% pension with cat fast premotion is graet": expected {"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}} but got {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}}
	"Salary : 12,000 NIS , Job Description : Programmer , with Leased Car, Pension Fund : 0% , Promotion Possibilities : Fast promotion track , Working Hours : 10 hours": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"0%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"10 hours"}} but got {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"0%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}},{"Offer":{"Working Hours":"10 hours"}}
	"12,000NIS, No leased car Pension fund 10% Fast Track Promotion, 8 hours": expected {"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}} but got {"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}}
	"What do you want?": expected {"Query":"bid"} but got 
	"what can you offer?": expected {"Query":"bid"} but got 
	"I need a better offer.": expected {"Reject":"previous"} but got 
	"Salary 12,000, fast track promotion, team manager, leased car, 8 hours, pension fund 20%": expected {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}} but got {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}}
	"I would like a salary of 20,000, as a Team Manager, with company car, 20% pension, fast track promotion and 8 hours per day.": expected {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}} but got {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Working Hours":"8 hours"}}
	"What about 20000 nis without a leased car and 20% and slow promotion track for 9 hours.": expected {"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Insist":"previous"},{"Offer":{"Leased Car":"Without leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}}
	"What about 12000 nis as a programmer with leased car, 20%, slow promotion track and 10 hours": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"10 hours"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"10 hours"}}
	"reject 20000": expected {"Reject":"Salary"} but got {"Reject":"Salary"},{"Reject":"previous"}
	"reject 12000": expected {"Reject":"Salary"} but got {"Reject":"Salary"},{"Reject":"previous"}
	"reject 7000": expected {"Reject":"Salary"} but got {"Reject":"Salary"},{"Reject":"previous"}
	"Fine, thanks": expected Other but got Other,{"Accept":"previous"}
	"hi, I would like 12k for work as a programmer, with an option for a company car, 20% pension, fast track promotion and 9 hour schedule": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}} but got {"Greet":true},{"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Offer":{"Salary":"12,000 NIS"}},{"Offer":{"Working Hours":"9 hours"}}
	"What are you offering?": expected {"Query":"bid"} but got 
	"What about 7,000 salary as a programmer with a leased car, 10% pension, slow promotion track, and 8 hours a day?": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"7,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}} but got {"Insist":"previous"},{"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"10%"}},{"Offer":{"Promotion Possibilities":"Slow promotion track"}},{"Offer":{"Salary":"7,000 NIS"}},{"Offer":{"Working Hours":"8 hours"}}
	"Salary is quite low for this position. I would say 20,000 NIS would be appropriate.": expected {"Offer":{"Salary":"20,000 NIS"}},{"Reject":"Salary"} but got {"Offer":{"Salary":"20,000 NIS"}},{"Offer":{"Salary":"7,000 NIS"}},{"Reject":"Salary"}
	"Then I would be willing to accept the position of programmer with car, a 20% pension and a fast promotion track": expected {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}} but got {"Offer":{"Job Description":"Programmer"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Offer":{"Promotion Possibilities":"Fast promotion track"}},{"Quit":true}
	"I would like team manager with a better salary and a leased car and 20% pension.": expected {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}},{"Reject":"Salary"} but got {"Offer":{"Job Description":"Team Manager"}},{"Offer":{"Leased Car":"With leased car"}},{"Offer":{"Pension Fund":"20%"}}
SUMMARY: Accuracy=504/613=82% HammingGain=973/1117=86% Precision=91% Recall=96% F1=93% timePerSample=3[ms]

test on training data after reload:
machine learning trainer end
